0,151
1,8
2,52
3,189
4,88
5,124
6,174
7,51
8,80
9,53
10,169
11,173
12,45
13,128
14,128
15,155
16,57
17,104
18,111
19,162
20,49
21,39
22,158
23,158
24,99
25,41
26,6
27,52
28,155
29,154
30,168
31,70
32,44
33,36
34,60
35,159
36,156
37,135
38,107
39,139
40,170
41,50
42,8
43,157
44,133
45,18
46,34
47,28
48,15
49,162
50,43
51,100
52,178
53,26
54,169
55,71
56,51
57,98
58,111
59,45
60,61
61,133
62,16
63,175
64,66
65,89
66,71
67,30
68,58
69,70
70,30
71,54
72,101
73,45
74,68
75,177
76,105
77,93
78,46
79,142
80,75
81,18
82,203
83,134
84,16
85,71
86,126
87,192
88,155
89,106
90,76
91,145
92,19
93,140
94,17
95,25
96,93
97,35
98,42
99,163
100,132
101,15
102,89
103,77
104,99
105,29
106,128
107,129
108,23
109,171
110,89
111,157
112,95
113,175
114,29
115,158
116,186
117,88
118,159
119,60
120,70
121,75
122,64
123,41
124,165
125,155
126,93
127,99
128,138
129,144
130,176
131,147
132,137
133,88
134,121
135,92
136,17
137,49
138,31
139,128
140,156
141,135
142,103
143,181
144,167
145,58
146,165
147,79
148,81
149,136
150,127
151,109
152,25
153,23
154,160
155,194
156,36
157,21
158,28
159,83
160,38
161,34
162,77
163,28
164,31
165,145
166,69
167,28
168,49
169,100
170,104
171,92
172,179
173,63
174,36
175,118
176,164
177,107
178,66
179,79
180,102
181,76
182,104
183,158
184,28
185,48
186,117
187,83
188,74
189,162
190,91
191,92
192,54
193,79
194,174
195,139
196,140
197,105
198,118
199,141
200,56
201,102
202,153
203,34
204,62
205,165
206,109
207,159
208,52
209,162
210,101
211,21
212,58
213,132
214,176
215,170
216,98
217,73
218,125
219,97
220,149
221,91
222,44
223,73
224,72
225,85
226,170
227,33
228,122
229,95
230,165
231,188
232,41
233,32
234,148
235,87
236,59
237,115
238,155
239,123
240,43
241,86
242,39
243,24
244,126
245,46
246,75
247,168
248,117
249,94
250,107
251,159
252,99
253,152
254,82
255,110
256,63
257,96
258,155
259,168
260,42
261,34
262,171
263,89
264,34
265,135
266,143
267,115
268,128
269,125
270,103
271,140
272,66
273,146
274,34
275,130
276,50
277,172
278,56
279,133
280,118
281,142
282,125
283,53
284,63
285,134
286,128
287,98
288,168
289,85
290,146
291,132
292,49
293,134
294,76
295,58
296,100
297,65
298,50
299,135
300,108
301,108
302,51
303,74
304,173
305,85
306,155
307,76
308,97
309,98
310,40
311,36
312,150
313,57
314,64
315,90
316,46
317,59
318,98
319,55
320,158
321,161
322,143
323,83
324,127
325,58
326,64
327,142
328,68
329,39
330,124
331,89
332,79
333,138
334,42
335,87
336,128
337,153
338,52
339,96
340,118
341,93
342,137
343,57
344,115
345,126
346,55
347,151
348,96
349,50
350,122
351,162
352,58
353,87
354,153
355,76
356,164
357,141
358,98
359,142
360,145
361,171
362,34
363,142
364,59
365,104
366,67
367,38
368,96
369,84
370,111
371,130
372,75
373,122
374,160
375,67
376,66
377,135
378,83
379,76
380,72
381,119
382,117
383,146
384,37
385,115
386,45
387,49
388,87
389,82
390,104
391,120
392,101
393,110
394,48
395,116
396,139
397,137
398,134
399,82
400,67
401,64
402,131
403,65
404,50
405,138
406,97
407,46
408,95
409,131
410,109
411,66
412,80
413,94
414,85
415,127
416,141
417,53
418,122
419,50
420,127
421,81
422,127
423,97
424,86
425,147
426,151
427,74
428,74
429,62
430,85
431,71
432,57
433,68
434,41
435,135
436,132
437,128
438,148
439,124
440,102
441,137
442,63
443,125
444,128
445,111
446,107
447,146
448,112
449,137
450,48
451,117
452,150
453,99
454,113
455,117
456,64
457,147
458,155
459,71
460,95
461,108
462,156
463,93
464,92
465,122
466,63
467,69
468,48
469,141
470,57
471,135
472,91
473,68
474,147
475,88
476,144
477,66
478,124
479,58
480,116
481,85
482,107
483,92
484,149
485,68
486,153
487,148
488,101
489,74
490,76
491,83
492,136
493,49
494,124
495,60
496,84
497,135
498,126
499,163
500,87
501,95
502,74
503,137
504,150
505,90
506,98
507,54
508,98
509,151
510,58
511,126
512,121
513,86
514,112
515,64
516,128
517,96
518,124
519,120
520,89
521,110
522,99
523,85
524,115
525,138
526,116
527,112
528,55
529,135
530,149
531,77
532,125
533,136
534,63
535,86
536,145
537,61
538,102
539,152
540,72
541,131
542,68
543,66
544,58
545,120
546,73
547,81
548,105
549,139
550,125
551,133
552,70
553,87
554,139
555,92
556,72
557,64
558,73
559,108
560,80
561,131
562,123
563,70
564,65
565,114
566,129
567,122
568,145
569,128
570,89
571,83
572,140
573,132
574,99
575,98
576,70
577,153
578,90
579,78
580,62
581,117
582,76
583,81
584,112
585,81
586,97
587,52
588,72
589,73
590,124
591,96
592,85
593,110
594,77
595,107
596,101
597,164
598,131
599,73
600,125
601,76
602,94
603,115
604,118
605,105
606,103
607,120
608,113
609,137
610,62
611,105
612,66
613,140
614,69
615,125
616,65
617,120
618,90
619,95
620,91
621,88
622,83
623,130
624,90
625,104
626,138
627,93
628,108
629,108
630,105
631,135
632,136
633,111
634,66
635,97
636,90
637,96
638,88
639,75
640,83
641,127
642,119
643,107
644,125
645,88
646,130
647,123
648,131
649,82
650,161
651,132
652,73
653,81
654,107
655,67
656,95
657,96
658,115
659,124
660,98
661,87
662,122
663,138
664,84
665,69
666,100
667,100
668,93
669,118
670,111
671,115
672,94
673,83
674,120
675,102
676,101
677,99
678,66
679,69
680,105
681,109
682,120
683,102
684,100
685,81
686,90
687,111
688,77
689,128
690,99
691,77
692,76
693,130
694,113
695,87
696,102
697,86
698,111
699,107
700,100
701,85
702,117
703,120
704,74
705,85
706,128
707,89
708,81
709,124
710,110
711,74
712,97
713,88
714,99
715,126
716,73
717,87
718,113
719,94
720,120
721,132
722,111
723,91
724,105
725,76
726,124
727,100
728,110
729,87
730,70
731,84
732,106
733,89
734,98
735,115
736,101
737,113
738,71
739,84
740,81
741,110
742,67
743,106
744,110
745,99
746,132
747,95
748,132
749,85
750,116
751,128
752,96
753,105
754,95
755,78
756,105
757,72
758,72
759,104
760,92
761,113
762,85
763,97
764,88
765,110
766,123
767,97
768,110
769,111
770,69
771,83
772,73
773,97
774,90
775,78
776,97
777,79
778,105
779,67
780,113
781,101
782,121
783,69
784,119
785,73
786,114
787,111
788,112
789,85
790,107
791,95
792,101
793,112
794,88
795,112
796,94
797,97
798,81
799,82
800,118
801,92
802,102
803,140
804,78
805,75
806,98
807,114
808,116
809,111
810,110
811,82
812,110
813,119
814,113
815,110
816,95
817,97
818,98
819,92
820,84
821,86
822,120
823,87
824,93
825,80
826,94
827,95
828,115
829,93
830,92
831,101
832,89
833,78
834,98
835,99
836,87
837,88
838,84
839,94
840,99
841,109
842,103
843,116
844,89
845,87
846,107
847,129
848,105
849,94
850,91
851,113
852,91
853,95
854,101
855,97
856,110
857,94
858,108
859,81
860,112
861,80
862,87
863,111
864,94
865,90
866,87
867,78
868,97
869,115
870,113
871,101
872,103
873,78
874,87
875,97
876,72
877,93
878,112
879,85
880,103
881,93
882,112
883,117
884,107
885,118
886,108
887,89
888,93
889,89
890,102
891,99
892,96
893,96
894,96
895,114
896,97
897,100
898,106
899,117
900,96
901,106
902,101
903,99
904,94
905,115
906,90
907,111
908,108
909,116
910,105
911,91
912,108
913,96
914,113
915,97
916,121
917,114
918,82
919,98
920,100
921,81
922,116
923,117
924,104
925,85
926,119
927,103
928,122
929,100
930,93
931,112
932,96
933,96
934,101
935,106
936,117
937,102
938,94
939,117
940,93
941,117
942,100
943,88
944,97
945,110
946,96
947,88
948,100
949,101
950,110
951,98
952,102
953,117
954,107
955,88
956,101
957,108
958,114
959,89
960,98
961,100
962,94
963,109
964,110
965,92
966,101
967,107
968,111
969,91
970,104
971,105
972,103
973,89
974,87
975,117
976,119
977,98
978,91
979,118
980,96
981,99
982,88
983,107
984,99
985,90
986,86
987,93
988,114
989,104
990,86
991,104
992,104
993,112
994,99
995,101
996,97
997,111
998,105
999,93
